CRIME,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_HOUR,PREMISES_TYPE,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,OCC_TIMESTAMP
break_and_enter,2015,January,11,Sunday,10,Commercial,54,O'Connor-Parkview (54),-79.3065741277954,43.7156488210018,2015-01-11 10:00:00-0500
break_and_enter,2015,January,11,Sunday,0,Educational,79,University (79),-79.3945527758177,43.6602442244385,2015-01-11 00:00:00-0500
break_and_enter,2015,January,11,Sunday,15,Other,112,Beechborough-Greenbrook (112),-79.4893871236105,43.6917358453573,2015-01-11 15:00:00-0500
break_and_enter,2015,January,11,Sunday,23,Apartment,120,Clairlea-Birchmount (120),-79.2683942481492,43.7137962586983,2015-01-11 23:00:00-0500
break_and_enter,2015,January,10,Saturday,22,Commercial,66,Danforth (66),-79.3401743760625,43.6798685152838,2015-01-10 22:00:00-0500
break_and_enter,2015,January,11,Sunday,5,Apartment,79,University (79),-79.4077918802025,43.6582434459027,2015-01-11 05:00:00-0500
break_and_enter,2015,January,12,Monday,3,Commercial,121,Oakridge (121),-79.2838742809775,43.6922120317669,2015-01-12 03:00:00-0500
break_and_enter,2015,January,12,Monday,11,House,100,Yonge-Eglinton (100),-79.4011767116325,43.7025847906265,2015-01-12 11:00:00-0500
break_and_enter,2015,January,12,Monday,17,House,19,Long Branch (19),-79.5272625477307,43.6000717380227,2015-01-12 17:00:00-0500
break_and_enter,2015,January,12,Monday,13,Apartment,87,High Park-Swansea (87),-79.4534391842251,43.6550240260339,2015-01-12 13:00:00-0500
break_and_enter,2015,January,12,Monday,7,Apartment,4,Rexdale-Kipling (4),-79.5586219929931,43.7179618256309,2015-01-12 07:00:00-0500
break_and_enter,2015,January,12,Monday,6,Apartment,44,Flemingdon Park (44),-79.3373128404698,43.7165474809835,2015-01-12 06:00:00-0500
break_and_enter,2015,January,12,Monday,10,Apartment,44,Flemingdon Park (44),-79.3373128404698,43.7165474809835,2015-01-12 10:00:00-0500
break_and_enter,2015,January,12,Monday,19,House,19,Long Branch (19),-79.5281636250416,43.5993051637862,2015-01-12 19:00:00-0500
break_and_enter,2015,January,12,Monday,20,Commercial,71,Cabbagetown-South St.James Town (71),-79.3608919022364,43.6632902787439,2015-01-12 20:00:00-0500
break_and_enter,2015,January,2,Friday,9,Other,82,Niagara (82),-79.4153133549321,43.6390642924239,2015-01-02 09:00:00-0500
break_and_enter,2015,January,12,Monday,15,House,131,Rouge (131),-79.2321196956018,43.8398778105928,2015-01-12 15:00:00-0500
break_and_enter,2015,January,11,Sunday,15,Commercial,73,Moss Park (73),-79.3635949976149,43.6535578244278,2015-01-11 15:00:00-0500
break_and_enter,2015,January,11,Sunday,23,Commercial,78,Kensington-Chinatown (78),-79.3892212314137,43.654678160948,2015-01-11 23:00:00-0500
break_and_enter,2015,January,11,Sunday,21,Commercial,78,Kensington-Chinatown (78),-79.3892212314137,43.654678160948,2015-01-11 21:00:00-0500
break_and_enter,2015,January,11,Sunday,18,Commercial,128,Agincourt South-Malvern West (128),-79.2702584898242,43.7865437228932,2015-01-11 18:00:00-0500
break_and_enter,2015,January,10,Saturday,9,Apartment,107,Oakwood Village (107),-79.4422919339849,43.6927650495954,2015-01-10 09:00:00-0500
break_and_enter,2015,January,12,Monday,5,Commercial,14,Islington-City Centre West (14),-79.540863730067,43.6177340869585,2015-01-12 05:00:00-0500
break_and_enter,2015,January,9,Friday,15,Educational,32,Englemount-Lawrence (32),-79.4321134975917,43.7163264010537,2015-01-09 15:00:00-0500
break_and_enter,2015,January,9,Friday,17,Other,38,Lansing-Westgate (38),-79.4134553245552,43.7618317192021,2015-01-09 17:00:00-0500
break_and_enter,2015,January,12,Monday,11,House,26,Downsview-Roding-CFB (26),-79.4867742480375,43.7409044864775,2015-01-12 11:00:00-0500
break_and_enter,2015,January,12,Monday,6,Commercial,14,Islington-City Centre West (14),-79.5302279721549,43.6360893446913,2015-01-12 06:00:00-0500
break_and_enter,2015,January,12,Monday,13,Commercial,113,Weston (113),-79.5036381802578,43.702272855618,2015-01-12 13:00:00-0500
break_and_enter,2015,January,13,Tuesday,21,Apartment,22,Humbermede (22),-79.5573980209646,43.7481219528739,2015-01-13 21:00:00-0500
break_and_enter,2015,January,10,Saturday,16,House,57,Broadview North (57),-79.3495482198669,43.6913619105623,2015-01-10 16:00:00-0500
break_and_enter,2015,January,8,Thursday,9,House,1,West Humber-Clairville (1),-79.5967567682858,43.7403222238953,2015-01-08 09:00:00-0500
break_and_enter,2015,January,6,Tuesday,6,Apartment,106,Humewood-Cedarvale (106),-79.424338148411,43.6979395739719,2015-01-06 06:00:00-0500
break_and_enter,2015,January,13,Tuesday,0,Apartment,70,South Riverdale (70),-79.335430368063,43.6688131513017,2015-01-13 00:00:00-0500
break_and_enter,2015,January,13,Tuesday,1,Apartment,33,Clanton Park (33),-79.4472300747866,43.7380344759949,2015-01-13 01:00:00-0500
break_and_enter,2015,January,13,Tuesday,21,Apartment,87,High Park-Swansea (87),-79.4569827680911,43.6466426016607,2015-01-13 21:00:00-0500
break_and_enter,2015,January,2,Friday,12,Apartment,115,Mount Dennis (115),-79.5028826795366,43.6886992491557,2015-01-02 12:00:00-0500
break_and_enter,2015,January,13,Tuesday,0,Commercial,66,Danforth (66),-79.3401743760625,43.6798685152838,2015-01-13 00:00:00-0500
break_and_enter,2015,January,12,Monday,14,Other,137,Woburn (137),-79.2265726526584,43.777583439696,2015-01-12 14:00:00-0500
break_and_enter,2015,January,12,Monday,22,Commercial,77,Waterfront Communities-The Island (77),-79.3825398346832,43.6406075848207,2015-01-12 22:00:00-0500
break_and_enter,2015,January,13,Tuesday,0,Commercial,63,The Beaches (63),-79.2944659989565,43.6712046507856,2015-01-13 00:00:00-0500
break_and_enter,2015,January,13,Tuesday,2,Apartment,2,Mount Olive-Silverstone-Jamestown (2),-79.5875211568312,43.736336850495,2015-01-13 02:00:00-0500
break_and_enter,2015,January,13,Tuesday,8,Apartment,74,North St.James Town (74),-79.3702618167537,43.6685507915497,2015-01-13 08:00:00-0500
break_and_enter,2015,January,13,Tuesday,12,Apartment,43,Victoria Village (43),-79.3103989483323,43.7398074678053,2015-01-13 12:00:00-0500
